Красители (E100-E199);E131;"Синий
патентованный V";"Опасность – высокая.
Цвет – голубовато-фиолетовый.
Влияние на организм – вызывает расстройства пищеварения, аллергии, крапивницу, астму, гиперактивность, рост опухолей.
Синий блестящий FCF — триарилметановый краситель, получаемый из каменноугольной смолы методом органического синтеза."
Красители (E100-E199);E132;Индигокармин;"Опасность – средняя.
Цвет – синий.
Влияние на организм – канцероген, вызывает тошноту, проблемы с сердцем, удушье у астматиков, аллергии."
Красители (E100-E199);E133;Синий блестящий FCF, Бриллиантовый голубой FCF;"Опасность – средняя.
Цвет – красно-синий.
Влияние на организм — удушье у астматиков, аллергии, рост опухолей."
Красители (E100-E199);E134;Быстрый зелёный;"Опасность – высокая, запрещён.
Цвет – бирюзовый
Влияние на организм – вызывает злокачественные образования в мочевом пузыре."
Красители (E100-E199);E140;Хлорофилл;"Опасность – низкая.
Цвет – зелёный.
Влияние на организм – выводит токсины из организма.
Хлорофилл — натуральный краситель, обладающий зелёным цветом. "
Красители (E100-E199);E141;"Хлорофилла
медные комплексы";"Опасность – низкая.
Цвет – изумрудно-зелёный.
Влияние на организм – нет.
Медные комплексы хлорофиллов — натуральный краситель зелёного цвета. Является производной хлорофилла (Е140) и отличается повышенной термо- и светостойкостью.
Добавка Е141 делится на 2 типа веществ: медный комплекс хлорофилла — добавка Е141i и натриевая и калиевая соли медного комплекса хлорофиллинов — добавка Е141ii."
Красители (E100-E199);E142;Зелёный S;"Опасность – средняя.
Цвет – тёмно-зелёный.
Влияние на организм – сильный аллерген.
Зелёный S — синтетическое вещество, которое является натриевой солью, получаемой из каменноугольной смолы."
Красители (E100-E199);E143;"Зелёный
прочный FCF";"Опасность – запрещён.
Цвет – яркий зелёно-бирюзовый.
Влияние на организм – негативно влияет на мочеполовую систему."
Красители (E100-E199);E150a;"Сахарный колер
I (простой)";"Опасность – низкая.
Цвет – карамельный, коричневый.
Вкус – горьковатый.
Запах – жжёный сахар. 
Влияние на организм – аллерген."
Красители (E100-E199);E150b;"Сахарный колер II
(полученный по
«щелочно-сульфитной» технологии)";"Опасность – низкая.
Цвет – коричневый, карамельный.
Вкус – острый.
Запах – жжёный сахар.
Влияние на организм – нет."
Красители (E100-E199);E150c;"Сахарный колер III
(полученный по
«аммиачной» технологии)";"Опасность – низкая.
Цвет – тёмно-коричневый.
Вкус – острый горький.
Запах – жжёного сахара.
Влияние на организм – может вызвать нарушения и заболевания желудочно-кишечного тракта при превышении предельно допустимой суточной дозы."
Красители (E100-E199);E150d;"Сахарный колер IV
(полученный по
«аммиачно-сульфитной» технологии)";"Опасность – средняя.
Цвет – тёмно-коричневый, почти чёрный;
Запах – жжёный сахар;
Вкус – горький. 
Влияние на организм – имеет слабое канцерогенное действие, может вызывать онкологические заболевания и проблемы с желудочно-кишечным трактом."
Красители (E100-E199);E151;Чёрный блестящий PN, Бриллиантовый чёрный PN;"Опасность – средняя.
Цвет – чёрный.
Влияние на организм – может провоцировать аллергические реакции, нарушения работы желудочно-кишечного тракта, аритмию, кожные заболевания."
Красители (E100-E199);E152;Уголь;"Опасность – средняя.
Цвет – коричнево-чёрный.
Влияние на организм – аллергия, удушье у астматиков, рост опухолей.
Пищевая добавка явлется тетранатриевой солью, её получают из компонентов сырья нефтехимического производства путём неполного сгорания тяжёлых нефтепродуктов продуктов."
Красители (E100-E199);E153;"Уголь
растительный";"Опасность – средняя.
Вкус – отсутствует.
Цвет – чёрный. 
Запах – отсутствует.
Влияние на организм – по некоторым источникам является канцерогеном.
Уголь растительный — это ископаемое органическое вещество, которое образуется под землей из древних растений"
Красители (E100-E199);E154;Коричневый FK;"Опасность – запрещён.
Цвет – коричневый.
Влияние на организм – обладает канцерогенными свойствами и провоцирует серьёзные аллергические реакции, вплоть до отёка Квинке, нарушения работы желудочно-кишечного тракта, повышение артериального давления, астматические приступы, вызвать заболевания щитовидной железы, почек и печени."
Красители (E100-E199);E155;Коричневый HT;"Опасность – высокая, запрещён.
Цвет – чёрный.
Влияние на организм – может провоцировать аллергические реакции, нарушения работы желудочно-кишечного тракта, не рекомендуется астматикам и людям, чувствительных к аспирину."
Красители (E100-E199);E160a;Каротины;"Опасность – низкая.
Цвет – оранжевый.
Влияние на организм – нет.
Он представляет собой оранжевый пигмент, который образуется в ходе фотосинтеза растений.
По способу производства различают два подвида добавки: Е160а(i) – бета-каротин синтетический, Е160а(ii) – экстракт натурального каротина."
Красители (E100-E199);E160b;"Аннато
экстракты";"Опасность – низкая.
Цвет – от жёлтого до тёмно-оранжевого цвета.
Запах – перечный, с нотами мускатного ореха.
Вкус – остро-сладкий.
Влияние на организм – редко вызывает пищевую аллергию, крапивницу, отеки. Польза для организма похожа на функции витамина Е, антиоксидант.
Экстракт аннато — краситель растительного происхождения. Её получают из семян дерева Бикса орельяна, которое растёт в тропических и субтропических лесах."
Красители (E100-E199);E160c;"Маслосмолы
паприки";"Опасность – низкая.
Вкус – почти не выражен.
Запах – специфический, при обработке продукта удаляется.
Цвет – коричнево-оранжевый.
Влияние на организм – нет.
Добавка имеет натуральное происхождение — её получают из натуральной паприки — красного стручкового перца (чили), который относится к растениям рода Capsicum."
Красители (E100-E199);E160d;Ликопин;"Опасность – средняя.
Цвет – тёмно-красный, оранжево-красный.
Влияние на организм – нет.
Ликопин — это природное химическое соединение, которое получают двумя способами: 1) путём экстракции из томатов (более дорогой способ); 2) путём биотехнологического синтеза из биомассы грибов Blakeslea trispora или рекомбинатной кишечной палочки (более дешевый вариант). "
Красители (E100-E199);E160e;"Бета-Апокаротиновый
альдегид";"Опасность – низкая.
Цвет – жёлто-оранжевый.
Влияние на организм – может провоцировать аллергические реакции.
Добавка имеет природное происхождение и может присутствовать в ряде растений – в овощах, цитрусовых, а также в траве, шпинате, печени животных. E160e выделяют из растительного сырья или синтезируют химическим путём из каротина или углеводородов."
Красители (E100-E199);E160f;"Метиловый или
этиловый эфиры
бета-апо-8'-каротиновой кислоты";"Опасность – низкая.
Цвет – от ярко-красного до насыщенного фиолетового.
Влияние на организм – нет.
В небольших количествах данное вещество содержится в некоторых растениях, но чаще всего его получают из каротинового альдегида (E160е)."
Красители (E100-E199);E161a;Флавоксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – расстройство желудочно-кишечного тракта, аллергические реакции, крайне отрицательное воздействие на функцию печени и поджелудочной железы."
Красители (E100-E199);E161b;Лютеин;"Опасность – низкая.
Цвет – жёлтый.
Влияние на организм – улучшает зрение, полезно влияет на организм после инсульта, при ревматоидном артрите, полезен людям, проводящим много времени за компьютером.
В натуральных растительных продуктах, лютеин в большом количестве содержится в жёлто-красных овощах и фруктах."
Красители (E100-E199);E161c;Криптоксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – вызывает заболевания желудочно-кишечного тракта, негативное влияние каротиноидов на курильщиков. В частности, развитие рака лёгких увеличивается на 28%.
Добавку получают путём экстракции плодов физалиса с последующей обработкой 3 % октилянтарной кислотой."
Красители (E100-E199);E161d;Рубиксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – может вызвать расстройство желудочно-кишечного тракта, различной степени тяжести.
Сырьём для получения и производства рубиксантина являются цветы розы."
Красители (E100-E199);E161e;Виолоксантин;"Опасность – высокая.
Цвет – жёлтый.
Влияние на организм – может вызвать расстройство желудочно-кишечного тракта, различной степени тяжести, воспалительные процессы слизистых оболочек.
В природе он находится в цветках жёлтых анютиных глазок и многих других фруктах и цветах, обладающих жёлтым цветом."
Красители (E100-E199);E161f;Родоксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – может вызвать расстройство желудочно-кишечного тракта, различной степени тяжести.
Добывается из иголок хвойных деревьев или из ягодного тиса и других кустарников, а так же из перьев некоторых пород птиц."
Красители (E100-E199);E161g;Кантаксантин;"Опасность – высокая.
Цвет – оранжевый, жёлтый.
Влияние на организм – вызывает воспалительные заболевания печени, ринит, гемералопию, расстройство работы пищеварительного тракта, аллергию.
Жёлтые и оранжевые пигменты в природе синтезируются в бактериях, грибах Cantharellus cinnabarinus, водорослях, некоторых видах рыб, ракообразных."
Красители (E100-E199);E161h;Зеаксантин;"Опасность – запрещён.
Цвет – оранжевый.
Влияние на организм – нет."
Красители (E100-E199);E161i;Цитранаксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – нет."
Красители (E100-E199);E161j;Астаксантин;"Опасность – запрещён.
Цвет – жёлтый.
Влияние на организм – активно участвует в регенерации клеток и препятствует их преждевременному старению, повышает уровень энергии в организме, снимает болевые синдромы и воспалительные процессы, благоприятно воздействует на суставы и сухожилия, возможны аллергические реакции в результате индивидуальной непереносимости морепродуктов."
Красители (E100-E199);E162;"Красный свекольный,
бетанин";"Опасность – низкая.
Цвет – от ярко-красного до сине-фиолетового.
Вкус – нет.
Запах – легкий аромат свёклы.
Влияние на организм – способствует усвоению белков, благотворно влияет на сосуды, печень, препятствует развитию раковых клеток, антиоксидант.
Бетанин — алкалоидоподобное соединение, получаемое из пищевой свёклы, чаще из экстракта её сока. Для получения пищевой добавки используется красная свёкла, которую экстрагируют водой, а затем отправляют под пресс."
Красители (E100-E199);E163;Антоцианы;"Опасность – низкая.
Цвет – от красных до сине-фиолетовых оттенков.
Влияние на организм – укрепляет капилляры, благотворно влияет на глаза, противовоспалительное средство.
В группу антоцианы входят: E163i — антоцианы, E163ii — экстракт из кожицы винограда, E163iii — экстракт из чёрной смородины."
Красители (E100-E199);E164;Шафран;"Опасность – низкая, запрещён.
Цвет – оранжевый.
Влияние на организм – высокие лечебные свойства, вырабатывает гормон радости, благотворно влияет на кровеносную систему, почки, печень, органы дыхания, пищеварительную систему, мозг, повышает потенцию, снимает судороги, но в больших количествах вызывает сильное отравление, превышение дозы приводит к летальному исходу.
Шафран — древняя пряность оранжевого цвета, получаемая из высушенных цветков шафрана посевного."
Красители (E100-E199);E165;"Гардениевый
синий";"Опасность – запрещён.
Цвет – синий.
Влияние на организм – нет."
Красители (E100-E199);E166;"Сандаловое
дерево";"Опасность – запрещён.
Цвет – ярко-красный.
Влияние на организм – губительно влияет на органы внутренней секреции."
Красители (E100-E199);E170;"Карбонаты
кальция";"Опасность – низкая.
Цвет – белый.
Влияние на организм – благотворное влияние на кровеносную систему, внутриклеточные процессы, передозировка вызывает гиперкальциемию.
Карбонаты кальция хорошо известны как обычный белый мел и добывается из полезных ископаемых.
В группу карбонаты кальция входят: E170i — карбонат кальция, E170ii — гидрокарбонат кальция."
Красители (E100-E199);E171;Диоксид титана;"Опасность – запрещён.
Цвет – белый.
Влияние на организм – при вдыхании порошок оксида титана оказывает канцерогенный эффект."
Красители (E100-E199);E172;Оксиды железа;"Опасность – средняя.
Цвет – жёлтый, оранжевый, красный, коричневый, чёрный.
Влияние на организм – в больших дозах ускоряет выработку свободных радикалов, провоцирует сердечные приступы, инсульты, рак печени.
В группу оксиды железа входят: E172i — оксид железа(II,III) чёрный, E172ii — оксид железа(III) красный, E172iii — оксид железа(III) жёлтый."
Красители (E100-E199);E173;Алюминий;"Опасность – средняя.
Цвет – серебристый блестящий.
Влияние на организм – токсичный, вреден людям с больными почками, может вызвать нарушение в структуре костей."
Красители (E100-E199);E174;Серебро;"Опасность – низкая.
Цвет – серебристый.
Влияние на организм – может вызывать аллергию, при длительном употреблении негативно влияет на почки, вызывает головные боли, усталость, расстройства нервной и пищеварительной систем."
Красители (E100-E199);E175;Золото;"Опасность – низкая.
Цвет – золотисто-жёлтый.
Влияние на организм – в малых дозах безвреден, но может накапливаться в почках, печени."
Красители (E100-E199);E181;"Танины
пищевые";"Опасность – низкая.
Цвет – светло-жёлтый.
Влияние на организм – укрепляет сосуды, но может вызвать нарушение работы ЖКТ, почек.
Получают добавку Е181 из коры ели, каштана, акации."
Красители (E100-E199);E182;"Орсейл,
Орсин";"Опасность – низкая.
Цвет – от ярко-красного до насыщенного фиолетового.
Влияние на организм – нет."
Консерванты (E200-E299);E200;"Сорбиновая
кислота";"Опасность – низкая.
Роль в продуктах – увеличивает срок хранение продукта.
Влияние на организм – безопасный для человека, антимикробное вещество, не токсично, не канцерогенно, благотворно влияет на организм.
Сорбиновая кислота получается из сока рябины."
Консерванты (E200-E299);E201;"Сорбат
натрия";"Опасность – низкая.
Роль в продуктах – вводят в состав косметических средств «зелёной линии», когда недопустимо использование парабенов и других агрессивных консервантов.
Влияние на организм –  провоцирует аллергические реакции."
Консерванты (E200-E299);E202;Сорбат калия;"Опасность – низкая.
Вкус – нет.
Цвет – белый.
Роль в продуктах – останавливает рост плесневых грибов.
Влияние на организм – аллергенность низкая, не является канцерогеном и мутагеном."
Консерванты (E200-E299);E203;Сорбат кальция;"Опасность – низкая.
Роль в продуктах – избирательно угнетает рост плесени, дрожжей, бактерий, вызывающих порчу пищевого сырья.
Влияние на организм – при попадании в желудок больших количествах сорбата кальция, слизистая оболочка может раздражаться."
Консерванты (E200-E299);E209;Пара-гидроксибензойной кислоты гептиловый эфир;"Опасность – запрещён.
Запах – нет или или с тонким характерным запахом.
Роль в продуктах – консервант.
Влияние на организм – крапивница, приступы астмы, анафилактический шок, дерматит."
Консерванты (E200-E299);E210;"Бензойная
кислота";"Опасность – средняя.
Роль в продуктах – антимикробное, антигрибковое действие, угнетающе действует на некоторые бактерии, плесень, дрожжи.
Влияние на организм – с аскорбиновой кислотой образовывает в организме канцероген, отрицательное влияние на почки и печень.
В природе бензойная кислота содержится в таких продуктах, как брусника, клюква, черника, мёд. Естественным путем образуется в сыре, простокваше, йогурте, в яблоках, а также содержится в выделениях некоторых животных."
Консерванты (E200-E299);E211;"Бензоат
натрия";"Опасность – высокая.
Вкус – нет.
Цвет – белый.
Запах – нет или или с незначительным запахом бензальдегида.
Роль в продуктах – подавляет ферментативную активность дрожжевых культур и плесневого грибка.
Влияние на организм – сильный канцероген (в реакции с витамином С), повреждает митохондрии, вызывает цирроз печени, болезнь Паркинсона, аллергическую крапивницу, приступы астмы.
Бензоат натрия — это соединение бензойной кислоты, присутствующей в природе в низкой концентрации в таких продуктах, как чернослив, клюква, корица, гвоздика, яблоки."
Консерванты (E200-E299);E212;"Бензоат
калия";"Опасность – высокая.
Роль в продуктах – консервирование и предотвращение плесневения.
Влияние на организм – в присутствии аскорбиновой кислоты, бензоатные соли в безалкогольных напитках могут образовывать бензол (сильный канцероген) в концентрациях, превышающих предельно допустимые, встречаются аллергии и незначительные побочные эффекты, такие как обострение симптомов при астме и крапивнице."
Консерванты (E200-E299);E213;"Бензоат
кальция";"Опасность – высокая.
Роль в продуктах – консервант.
Влияние на организм – злокачественные опухоли."
Консерванты (E200-E299);E214;"Этилпарабен, 
пара-гидроксибензойной кислоты этиловый эфир";"Опасность – высокая.
Роль в продуктах – консервант.
Влияние на организм – канцерогенный эффект."
Консерванты (E200-E299);E215;"Пара-гидроксибензойной
кислоты этилового
эфира натриевая соль";"Опасность – высокая.
Роль в продуктах – консервант.
Влияние на организм – рост опухолей."
Консерванты (E200-E299);E216;Пропилпарабен, Пара-оксибензойной кислоты пропиловый эфир;"Опасность – запрещён.
Роль в продуктах – антимикробное воздействие, угнетает рост бактерий, плесени, грибков.
Влияние на организм – вызывает головные боли, расстройство пищеварения, аллерген, противопоказан астматикам, отрицательное влияние на нервную и сосудистую системы, канцероген."
Консерванты (E200-E299);E217;"Пара-оксибензойной
кислоты пропиловый эфир натриевая соль";"Опасность – запрещён.
Роль в продуктах – консервант.
Влияние на организм – вызывает головные боли, расстройство пищеварения, аллерген, противопоказан астматикам, отрицательное влияние на нервную и сосудистую системы, канцероген."
Консерванты (E200-E299);E218;"Метилпарабен,
Пара-гидроксибензойной
кислоты метиловый эфир";"Опасность – низкая.
Запах – слабый специфический.
Роль в продуктах – антимикробное действие.
Влияние на организм – в больших дозах вызывает зуд, покраснение кожи, негативно влияет на молочные железы."
Консерванты (E200-E299);E219;"Пара-гидроксибензойной
кислоты метилового
эфира натриевая соль";"Опасность – низкая.
Роль в продуктах – стерилизирующая добавка, убивает грибы, бактерии.
Влияние на организм – может вызвать аллергические реакции при контакте с кожей."
Консерванты (E200-E299);E220;"Диоксид
серы";"Опасность – средняя.
Цвет – нет.
Запах – резкий, характерный.
Вкус – нет.
Роль в продуктах – консервант, отбеливатель, стабилизатор цвета.
Влияние на организм – очень токсичен, вызывает рвоту, отек легких."
Консерванты (E200-E299);E221;"Сульфит
натрия";"Опасность – средняя.
Запах – слабый.
Роль в продуктах – замедляет потемнение фруктов и овощей.
Влияние на организм – болезни ЖКТ, запрещён детям."
Консерванты (E200-E299);E222;"Гидросульфит
натрия";"Опасность – высокая.
Запах – с запахом диоксида серы.
Роль в продуктах – угнетает рост бактерий, микроорганизмов, обладает отбеливающим свойством.
Влияние на организм – вызывает аллергию, нарушение работы ЖКТ, известны летальные случаи."
Консерванты (E200-E299);E223;"Пиросульфит
натрия";"Опасность – средняя.
Запах – резкий.
Роль в продуктах – препятствует размножению бактерий.
Влияние на организм – при нагревании выделяет токсический газ, вызывающий аллергии и приступы астмы, нарушает работу пищеварения."
Консерванты (E200-E299);E224;"Пиросульфит
калия";"Опасность – средняя.
Запах – резкий запах серы.
Роль в продуктах – антиоксидант, останавливает процессы брожения.
Влияние на организм – опасен для астматиков."
